Username,Date,Post,Post sentiment,Post subjectivity,Comments,Reactions,Reposts
Anil Verma,15-03-2023,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",0.34,0.48484848484848486,0,0,0
Shubhie Goswamy,15-03-2023,"The fashion industry is often associated with glitz and glamour, with the final product taking center stage, but the story behind the making of each garment is a stark contrast. This photography series aims to bridge that gap by showcasing the people and the conditions behind garment manufacturing, while also highlighting the waste generated by the industry.I chose to highlight Nike because its long time use of sweatshops, dating back to the 1970s. Their cultural significance, popularity, and the graphic logo visible on all their products, make them instantly recognisable and thus a perfect example. While Nike has changed it’s policies, it’s years of exploitative labour practises left a blueprint for many other companies to follow, built on finding the lowest cost of labor possible, outsourcing their labor overseas in countries with the lowest wages and terrible working conditions, which led to child labor and exploitation. These practices are still used by a lot of fast fashion brands, in an attempt to keep costs down, at the expense of their labour.Let's never forget the stark contrast between consumer and labour.All AI Images have been generated using Midjourney on Discord. You can view the full project on my website :https://lnkd.in/dund-N9m#ai#photography#fashionindustry#manufacturing#socialchange#fastfashion#waste#aiart#aiartcommunity#midjourney#midjourneyart#discord#photoseries#photojournalism#fashion#editorialphotography",-0.0132,0.49457070707070705,0,0,0
Sandu Baciu,15-03-2023,"A Tribute to the Great Masters of Fantasy Art and ComicsWith AI revolutionizing almost everything, there is an incredible influx of mixed-bag image outputs in the styles of different artists. Some are so obvious as Moebius, some have a more painterly style like Frazetta or Vallejo, and some are just simply great comic pencilers or inkers like Buscema, but with colors!You can combine your idea with an artistic medium (say, oil paint or watercolor) and an inker reference, and the results are opening new gates of creativity. I noticed that sometimes, even if an artist is not mentioned, if you explain the mood, light, or even the composition, AI will probably find and use references from great masters.We are already at an accelerated pace of hybrid art creation, and I will not be surprised if the loop effect comes into play as well, with artists start doing drafts with AI and refining by hand for final images.Time will tell the ways to go..Enjoy!🙏Check my YouTube videos (and thanks to subscribe 🤗 )Sci-Fi YouTube link :https://lnkd.in/eiBTNc42My books:https://lnkd.in/e3XBDabz#ai#midjourney#architecture#interiordesign#stone#fun#midjourneyarchitecture#midjourneyai#architect#archdaily#artificialinspiration#aidesign#asce#dailymidjourney#neural_architecture#neuralarchitecture#artificialintelligence#people#robots#robotics#aicccreators#aiccdailytheme#midjourneyartwork#aiartdailytheme#artificialintelligenceartActivate to view larger image,",0.9862,0.6669696969696969,1 ,1,0
Alessia Pizzi,15-03-2023,"In the common imagination, ""the chosen one"" evokes both the big and small screen, between demon-children and blonde and athletic vampire slayers. In Sulpicia's case, the story is a bit sadder because it highlights the loneliness of a poetess in ancient Rome, but above all it highlights the difficulty of critics to recognize this woman's literary talent. (Beautiful cover image from Midjourney) 💕#femalevoices#substacknewsletter#journalism#gendergap#woman",-0.6486,0.31428571428571433,0,0,0
SAX LOGISTICA DE SHOWS E EVENTOS LTDA,15-03-2023,"Muito provavelmente você conhece o ChatGPT, o DALL-E ou alguma outra Inteligência Artificial que vem fazendo sucesso pela internet.Seu sucesso não é à toa! Elas realmente são muito úteis e nos ajudam bastante no dia a dia mas, você sabia que elas também estão ajudando a otimizar os roteamentos e os agendamentos de transporte na logística internacional?Pois é, e caso você queira saber como, basta acessar nosso blog que preparamos um texto completinho sobre o assunto para você!Link:https://lnkd.in/dvbbaSeC#behindthemagic#IA#inteligenciaartificial#chatgpt#dalle#logistica#IAlogistics#midjourney#logistica#comex",-0.4184,1.0,0,0,0
Justine Barnes,15-03-2023,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",0.34,0.48484848484848486,0,0,0
Irfan Faiz 🥇Expert UI/UX Designer,15-03-2023,"What is OpenAI GPT4?OpenAI's next language model, GPT-4, will be multimodal, working in different modalities including text, speech, images and video, according to Andreas Braun, CTO of Microsoft Germany. This is a major update to GPT-3, which only works with one mode, text. GPT-4 promises to offer entirely different possibilities, including video.OpenAI's upcoming GPT-4 language model is said to work on all languages, able to take questions in one language and answer them in another. The model's ability to draw knowledge from different languages is considered a breakthrough, allowing it to provide answers in the language in which the question was asked. The multimodal capabilities of GPT-4 will make it a complete language model.Are you excited about GPT4?#gpt4#gpt3#chatgpt#openai#micorsoft#ai#conversationalai#openai#midjourney#opensea#aiart#robot#communications#aivideo#aimessages#work#video#microsoft#language#mode#mode",0.7691,0.5638888888888889,1 ,1,0
Kathrin Federer,15-03-2023,"Kann künstliche Intelligenz ein zukünftiger Kreativpartner sein?Mein Artikel «Künstliche Intelligenz als Kreativpartner?» wirft nicht nur ein Licht auf die Möglichkeiten in der KI-Bildgenerierung, sondern beleuchtet auch kritische Aspekte. Veranschaulicht mit einer Vielzahl an Beispielen.#ki#ai#midjourney#kikunst#artificialintelligence#creativedirection#futureoftech#future#ai#aiart#generative#kuenstlicheintelligenz#trends",-0.644,0.0,0,0,0
Robin B.,15-03-2023,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",0.34,0.48484848484848486,0,0,0
Ashley Slaughter,15-03-2023,"How do we unlock the possibilities of human creativity and machine processing with generative AI? Tamarah Usher addresses many common questions surrounding ChatGPT, Midjourney, and more in this post for Slalom Business.#ImWithSlalom",0.3818,0.4,0,0,0
Santiago Phoenix,15-03-2023,"ChatGPT is incredible. And I don't think we can ""outcompete it"" - that's stupid.Yesterday I saw a movie about a tribe of Neanderthals who find a Cro-Magnon girl. They hit her and are afraid of her, because she is more advanced and can master tools with more ease.𝐓𝐡𝐚𝐭 𝐡𝐚𝐬 𝐚𝐥𝐰𝐚𝐲𝐬 𝐛𝐞𝐞𝐧 𝐭𝐡𝐞 𝐜𝐨𝐦𝐩𝐞𝐭𝐢𝐭𝐢𝐯𝐞 𝐚𝐝𝐯𝐚𝐧𝐭𝐚𝐠𝐞 𝐨𝐟 𝐡𝐮𝐦𝐚𝐧𝐬: To master tools. Not to be THE tool ourselves.If you are a writer (I am), your superpower is not your ability to type. It is your ability to ideate and connect.And just as the human brain is composed of a reptilian, mammalian, and human (neo-cortex) section... I believe right now we are truly experiencing the birth of a new section of our brains.Only this time it is outside our bodies, it is the AI brain. A super mind we can tap into, and that will become an extension of us.A new type of human is being born... let's not be the old Neanderthals who perished at the hands of change because they rejected the new era. Our superpower has always been creating and mastering tools – so let's learn how to do the same with AI.𝗣𝗦- I generated this image with another AI tool, Midjourney. The prompt was ""Native American woman staring at the stars at night, little friendly bear by her side, ultra reality"".",0.7891,0.4021588061061745,0,0,0
Phoenix Growth,15-03-2023,"ChatGPT is incredible. And I don't think we can ""outcompete it"" - that's stupid.Yesterday I saw a movie about a tribe of Neanderthals who find a Cro-Magnon girl. They hit her and are afraid of her, because she is more advanced and can master tools with more ease.𝐓𝐡𝐚𝐭 𝐡𝐚𝐬 𝐚𝐥𝐰𝐚𝐲𝐬 𝐛𝐞𝐞𝐧 𝐭𝐡𝐞 𝐜𝐨𝐦𝐩𝐞𝐭𝐢𝐭𝐢𝐯𝐞 𝐚𝐝𝐯𝐚𝐧𝐭𝐚𝐠𝐞 𝐨𝐟 𝐡𝐮𝐦𝐚𝐧𝐬: To master tools. Not to be THE tool ourselves.If you are a writer (I am), your superpower is not your ability to type. It is your ability to ideate and connect.And just as the human brain is composed of a reptilian, mammalian, and human (neo-cortex) section... I believe right now we are truly experiencing the birth of a new section of our brains.Only this time it is outside our bodies, it is the AI brain. A super mind we can tap into, and that will become an extension of us.A new type of human is being born... let's not be the old Neanderthals who perished at the hands of change because they rejected the new era. Our superpower has always been creating and mastering tools – so let's learn how to do the same with AI.𝗣𝗦- I generated this image with another AI tool, Midjourney. The prompt was ""Native American woman staring at the stars at night, little friendly bear by her side, ultra reality"".",0.7891,0.4021588061061745,0,0,0
Jackson Murphy,15-03-2023,"Last night i was exploring the power of Midjourney AI. It took a bit of sloppy human and ham fisted prompting to get some interesting things. These are some of my favourite results worth sharing:Justin Trudeau playing in the World Baseball Classic, brand collaborations between Maille mustard and Topps Baseball cards, White Claw and Topps, a rye whiskey that presumably was aged in a barrel made of old baseball bats, a beard inspired sock brand and finally a midcentury modern baseball-themed hotel with views of a stadium.What do you think?#ai#midjourney#midjourneyai",0.8225,0.32575757575757575,0,2,0
Melanie Schuchard,15-03-2023,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",0.34,0.48484848484848486,0,0,0
François ROUSSEL,15-03-2023,#AI#businessideausing#midjourney🖋 Generate automatically beautifully crafted#fontsin seconds and sell them.This one's on me 👐,0.5719,1.0,0,0,0
Architecture & Design,15-03-2023,"AI inspired Jim Thompson House in Bangkok, generated by artist Hajar Ali.#architecture#nature#ai#artificialintelligence#midjourney#design",0.4939,0.0,2 ,73,1 
Kirk Wheeler,15-03-2023,"Would you pay for a daily ""Sonic Spark"" sent to your inbox every morning?Let me know in the comments.This is a product test for Passfilter.I was able to set this up today in about 2 hours. Here is the stack I used.Hosting bySubstackChatGPT-4 byOpenAISpeech Synthesis (of my voice with 10 mins of training) byElevenLabsImage byMidjourneyIdea by me.",0.128,0.3125,0,0,0
Rich Smith,15-03-2023,"🎺🎺🎺I'm excited to announce that I'm now offering one-to-one AI consultation services to help you integrate artificial intelligence into your workflow, business, or personal life.It's clear that many people haven't yet realised the potential of AI tools. As someone who's been working with AI tech, and AI tools since 2019 and is passionate about this field, I'm here to help you stay ahead of the curve by providing one-on-one consultations. Whether you need ideas for AI implementation, want to refine your own concepts, or simply wish to discuss AI's impact on our world, yourself or your business, I'm eager to share my perspective.Why am I qualified? With real prompt engineering experience in AI image generation tools like Stable Diffusion and MidJourney, and GPT text-generation tools such as ChatGPT (ask me about how I trained ChatGPT on my own personality so I could have conversations with my artificial self, just as a ""fun"" experiment, haha), along with good general knowledge of the AI tech space and how the technology works, including it’s strengths and limitations, a background in Product/UX/UI design spanning 20 years, and qualifications in Psychology and Counselling, I can bring a unique perspective to the table. My passion for AI, along with my love for helping others and sharing knowledge, makes me the ideal partner for your AI journey.If you're interested in exploring the current, and future possibilities of AI together, please don't hesitate to reach out.Thank you!#futureofwork#aitools#aiservices#aiconsultation#aiconsultant#chatgpt#gpt3#gpt4#artificialintelligence#technology#ai#tech",0.9944,0.6158902691511386,0,4,1 
Dogs & Cats Graphic Studio,15-03-2023,"A dog will teach you unconditional love. If you can have that in your life, things won't be too bad.https://buff.ly/3weArRi#AiArt#AiDesign#AiGraphicDesign#ArtificialIntelligenceArt#ArtificialIntelligenceDesign#ArtificialIntelligenceGraphicDesign#MidJourney#MidJourneyArt#MidJourneyPrompt#MidJourneyPrompts#MidJourneyLibrary#MidJourneyAnimal#MidJourneyAnimals#MidJourneyCreation#MidJourneyCollection#MidJourneyDesign#MidJourneyPet#MidJourneyPets#MidJourneyDog#MidJourneyDogs#MidJourneyArtwork#AiArtPrompt#AiArtPrompts#MidJourneyEngineer#PromptEngineer#PromptEngineers#PromptEngineering",0.6369,0.6,0,1,0
John Rector,15-03-2023,Hives for humans#midjourney,0.0,0.0,0,0,0
Charbel Etel,15-03-2023,"Ice cream, lollipops & chocolate. 🍭 🍫 🍦Interior design ideas for every sweet tooth generated through MidJourney AI.Which one is your favorite?#architecture#interiordesign#AI#midjourney#colorful",0.4588,0.65,0,0,0
Impact Investing Solutions,15-03-2023,Unlock the Power of Impact Marketing and Transform Your Social Business! Join our Impact Marketing Course and learn how to drive positive social change with the help of AI. We give the first 100 participants FREE access! Enroll now and start making a difference today!https://lnkd.in/dFZuXYSU,0.9247,0.3624242424242424,0,0,0
Leon Poojitha Jayasinghe,15-03-2023,"The first picture shows a 1960 navigation hotline, a job that became obsolete after the invention of GPS. However, the technology itself created different jobs. The other pictures are generated using Midjourney, one of the latest text-to-image generative AI models. I hope this technology will also create new opportunities in the future.",0.7506,0.4646464646464647,0,0,0
Émile Lombrage,15-03-2023,"Jour 39 : Photographe, un métier en voie d’extinction ?Les photos de ce post ont été réalisés par une Intelligence Artificielle(Oui, c’est incroyable)Elles ont été présentés par les développeurs de Midjourney, et ces résultats sont obtenus avec la V5, qui sera bientôt ouverte au public.Nous ne sommes pas au bout de nos surprises 🙈Comme Internet, l’I.A va changer en profondeur nos métiers.Personne n’est à l’abri.Vous n’êtes pas convaincu ?C’est normal.Mais comme me le ditMélanie Vacher, tout changement se déroule en cinq phases :Déni - ""Impossible""Colère - ""Ça fait chier 🤬""Dépression - ""Ça fait chier 😢""Acceptation - ""Ok, va falloir faire avec""Résilience (ou sublimation pour mes amis freudiens 😉) - ""Et si j'en faisais une force ?""L’I.A nous oblige à réagirJ'ai moi-même refusé d'utiliser ChatGPT pendant plusieurs semaines, mais maintenant j'ai un abonnement premium.Ne restons pas bloqué dans le tunnel des émotions.Imposons au plus vite usage sain de l’I.A, avant d’être engloutie par elle.*Journal intellectuel d’Émile Lombrage*",0.6174,0.75,0,1,0
Jimmy Granlund,15-03-2023,"Vilken vecka det ser ut att bli, GPT4 lanserat, samt även midjourney v5 på väg. Check it out.",0.0,0.0,0,0,0
René de Paula Jr.,15-03-2023,"obrigado#midjourneypela ilustração do radinho ilustradíssimo de hoje com tantas figuras ilustres!   venha ouvir:   ""o invencível... peixe dourado! histórias deliciosas do Dom Pedro II, nós aceleramos a Terra???""https://buff.ly/3lhiEXU",0.0,0.0,0,0,0
Małgorzata M. Cysewska,15-03-2023,"Zapraszam zainteresowane osoby do kontaktu w sprawie projektów.➡️ Radca prawny/adwokat/Zespół Fuzji i Przejęć/kancelaria/Warszawa➡️ Starszy Prawnik i Młodszy Prawnik/Zespół Doradztwa Podatkowego/kancelaria/Warszawa➡️ Specjalista ds. Prawnych/firma budowlana/Wrocław➡️ Konsultant podatkowy w zespole CIT/kancelaria/Wrocław➡️ Dyrektor/Zakład produkcyjny/poufna/Łódź➡️ Radca prawny/firma produkcyjna/S.A./woj. łódzkie📧malgorzata.cysewska@konsilantino.pl📞 502 238 112🧐 Zapraszam firmy do współpracy:https://lnkd.in/dtnjh8f9Grafika (więcej podobnych na stronie poniżej :):źródło: Zaufaj mi, jestem rekruterem:https://lnkd.in/djHFcgVVhttps://lnkd.in/dmxbqzkJCredit: Ehab Ahmed Tawfik#AI#midjourneyhttps://lnkd.in/dUYr-nRT#pracadlaprawnika#legalrecruitment#rekrutacjeprawne#pracawpodatkach#specjalistadspodatków#doradcapodatkowy",0.0,1.0,0,0,0
adrien ramirez,15-03-2023,👨‍🚀 AI x Astronaute 🚀#worlds#Midjourney#AI#Creativity,0.0,0.0,0,0,0
Scott Bowler,15-03-2023,"""Girls in renaissance tracksuits"" - no doubtVersacewishes they'd come up with this prompt first...These images demonstrate to me the power of visual AI tools likeMidjourney. If you can imagine it, you can get AI to visualise it in seconds.The world of AI isn't just ChatGPT - there are so many other tools out there that are relevant to your industry.Source of images in the comments 👇#ai#power#midjourney#dalle#stablediffusion",-0.296,0.44375,1 ,0,0
Larry Royce,15-03-2023,"""[Google's] AI announcements represent the culmination of many years of work, including bringing together Transformer technology advances in reinforcement learning and advances in parallelism and orchestrating large training workloads""— Thomas Kurian",0.0,0.4642857142857143,0,1,0
Bas Waijers,15-03-2023,"The water tastes funny! :: “New York's water is delicious—and filled with tiny crustaceans called ""copepods"" (From Gizmodo 2010-08-31) What else roams around in our drinkwater? I asked Mijo and her micro-vision power visualized an entire group of species never seen before. I’m going to stick to bottled water :)#aiart#aicc#bastopia#midjourney#midjourneycreativecommunity",0.4926,0.7465909090909091,3 ,14,0
Balaji Desikan,15-03-2023,"""[Google's] AI announcements represent the culmination of many years of work, including bringing together Transformer technology advances in reinforcement learning and advances in parallelism and orchestrating large training workloads""— Thomas Kurian",0.0,0.4642857142857143,0,0,0
Pavan Marpaka,15-03-2023,"Today#GoogleCloudannounced new partnerships, programs and resources covering every layer of the#AIstack. Our approach is open, enabling organizations to more easily access and innovate with#generativeAI",0.7089,0.571969696969697,0,0,0
Jennifer Hotai,15-03-2023,"ChatGPT prompt: ""Write a LinkedIn post that describes how a growing city like Myrtle Beach can benefit from being a smart city, with blockchain and metaverse technology.""💡As Myrtle Beach continues to grow and attract more visitors and residents, there's an opportunity to leverage technology to enhance the city's infrastructure and services. Imagine a city that can offer personalized experiences to its visitors, optimize its transportation systems, and ensure that its residents have access to secure and reliable digital services.👉🏽That's where being a smart city comes in, and blockchain and metaverse technology can play a key role in making that vision a reality.💎Blockchain technology can help establish secure and transparent systems for managing transactions, such as property purchases and public services. This can help reduce bureaucracy and streamline processes, ultimately leading to a more efficient and effective city government.💎Additionally, the use of blockchain can enhance cybersecurity, protecting the city's sensitive data from hackers and other malicious actors.💎Metaverse technology can offer unique opportunities for tourism and entertainment in Myrtle Beach. Visitors could explore virtual versions of the city's attractions before even arriving, creating a sense of excitement and anticipation. Once they arrive, they could use augmented reality (AR) and virtual reality (VR) experiences to enhance their visit and learn more about the city's history and culture.💎Furthermore, metaverse technology can help promote economic development by offering new opportunities for businesses. Virtual storefronts and marketplaces could be established, allowing businesses to expand their reach beyond the physical limitations of their brick-and-mortar locations.💎In short, the benefits of becoming a smart city with blockchain and metaverse technology are numerous and far-reaching. By embracing these innovations, Myrtle Beach can establish itself as a leader in the digital age, offering a unique and exciting experience to its visitors and residents alike.*Image generated in Midjourney#smartcity#blockchain#web3#metaverse#metaversetechnology#vr#ar#immersivetechnology#xr#extendedreality#tech#myrtlebeach#chatgpt#tourism#cybersecurityCity of Myrtle Beach",0.9968,0.5583707958707959,0,1,0
Balaji Desikan,15-03-2023,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",0.34,0.48484848484848486,0,0,0
Daniel Beduschi,15-03-2023,Midjourney e a qualidade impecável de suas fotografias. Quer saber o prompt? Curte e comente!,0.0,0.0,0,3,0
Joshua Wilson,15-03-2023,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",0.34,0.48484848484848486,0,0,0
Pavan Marpaka,15-03-2023,"Learn how ""Google aims for its#AIto 'transform' the work of marketers, lawyers, scientists, and educators,"" via Reuters ↓#generativeAI#largelanguagemodels",0.0,0.0,0,0,0
Guillaume Maiano,15-03-2023,"Petite prédiction. Si j'ai tort, je mange un paquet de cacahuètes au wasabi.Raisonnement:MidJourney et GPT-3.5 sont très doués pour donner l'illusion de la compétence, mais comme ils ne comprennent pas vraiment le contexte, ils réalisent des créations potentiellement crédibles et gravement erronées.Prédiction: GPT-4 et ses successeurs commettront des erreurs difficiles à déceler et gravissimes qui tueront certaines des sociétés avides de profits qui ne pourront éviter de s'en servir.Échéance: je dirais d'ici cinq ans maximum.Illustration en mode 13ème légion de Warhammer 40K.#ai#computersaredumb",0.4404,0.0,1 ,0,0
Nolan Ether,15-03-2023,"With the release of GPT-4 yesterday, today you’re seeing all kinds of incredible (and possibly kind of frightening) demos of what this#AIcan do. 🤯😬If you thought tools like#ChatGPTandMidjourneysparked conversation and debate about the role of human beings moving forward, there’s no doubt that things will soon reach a fever pitch.For those that hadn’t already realized just how fast this is all happening and going to continue to happen, that lightbulb is likely going off for people all around the globe today. 💡But I think that this old clip from Steve Jobs will continue to hold true.One of the things that seperates human beings from every other species on the planet is our ability to build and leverage tools that augment our natural capabilities.We’ve been doing it since…the discovery of firethe creation of the wheeldomesticating animalsthe printing pressthe plowthe automobilethe tractorthe telephonethe PCthe mobile phone…and on it goes.Innovations like GPT-4 will undoubtedly change the way we all live forever. But will it replace us, or simply free us and our minds up to focus on the more difficult problems or creative pursuits?What do you think??? 🤔💭—-#AI#generativeai#chatgpt#gpt4",0.6128,0.625,4 ,7,0
Natasja Scheerschmidt,15-03-2023,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",0.34,0.48484848484848486,0,2,0
Mick LEVY,15-03-2023,"Mon fils de 5 ans adore Panoramix et le Grand SchtroumpfCes mages ne laissent pas la potion magique en libre serviceAlors comment éduquer à l'ère de ChatGPT et de l'IA ? 👇🧪 Le Grand Schtroumpf prépare une potion magique dont lui seul a le secretTous les Schtroumpfs en veulent pour être plus forts, plus intelligents, plus beaux ou plus confiantsMais le Grand Schtroumpf dans sa grande sagesse refuse toujours et ne l'utilise que quand il faut⚗ Dans Astérix et Obélix, Panoramix garde jalousement le secret de la potion magique, transmis de druide en druideL'architecte Numérobis en veut absolument pour accélérer le chantier du palais de CésarMais Panoramix refuse par principe… puis accepte à la condition expresse d'en maîtriser l'usage👉 Et dans la vraie vie ? … Vous me voyez venir ? 🙄Les apprentis sorciers de l'#intelligenceartificiellelibèrent des innovations qui nous rendent plus créatifs (Midjourney), plus productifs (#ChatGPT) ou plus beaux (BoldGlamour)#GPT4vient tout juste de sortirIl est beaucoup plus puissant que sa précédente version, GTP3.5Mais de nombreuses voix s'élèvent pour montrer ses dangersMais ses usages ne sont pas toujours pas encadrésMais il n'y pas eu de concertation éthiqueMais il n'est toujours pas transparentMais il est plein de biaisMais...Le monde n'est pas prêt à accueillir de telles innovations… et OpenAI le sait pertinemment 🤷‍♂️👉 C'est comme si Panoramix avait laissé une marmite de potion magique avant de se barrer en vacances 💥Comment peut-on éduquer nos enfants en leur montrant tant de sagesse dans les dessins animés et ne pas l'appliquer ?Pourquoi un enfant de 5 ans comprend si facilement les risques qui vont avec un mauvais usage de la potion magique et pas un adulte de la Silicon Valley ?Pourquoi agit-on comme un enfant de 5 ans sans pouvoir se retenir de déployer une innovation au nom du ""progrès"" ?Pourquoi agit-on en tant qu'utilisateur comme un enfant de 5 ans aveuglé par le pouvoir que la technologie nous concède ?Il est grand temps de reprendre le contrôle de l'#innovationet de promouvoir une approche éthique de la technologieEt je crois que cela commence par se poser ces questions simples pour exercer notre esprit critiqueC'est ce qu'on essaie de faire à chaque épisode avec les amis deTrench Tech👋Je vous le concède, ces réflexions sont très candides… Et ne vous méprenez pas, je suis moi aussi le promoteur et l'utilisateur de ces innovations qui façonnent notre monde.Mais ce paradoxe de l'éducation me saute aux yeux quand je tente d'accompagner mes enfants dans ce nouveau monde technologique qui se développe à grande vitesse.",0.9356,0.9400000000000001,3 ,11,0
Pavan Marpaka,15-03-2023,"""[Google's] AI announcements represent the culmination of many years of work, including bringing together Transformer technology advances in reinforcement learning and advances in parallelism and orchestrating large training workloads""— Thomas Kurian",0.0,0.4642857142857143,0,0,0
Artem Iskandirov,15-03-2023,"Все чаще начинаю использовать нейронки в своей работе, забирают часть рутинной работы на себя, а сегодня еще GPT-4 вышел.Использую для правок или генерации картинок Midjourney и Dall-e 2. А для текстов, идей, референсов, сокращения текстов Chat GPT и Notion AI.Можно использовать Chat GPT через Bing, достаточно включить VPN.Ниже ссылки на плагины для фигмы и статья, думаю, будет полезно.Жду когда заработает Galileo AI, создает макеты по текстовому запросу для фигмы-https://clck.ru/33mPHfКейс использования нейронок от Sportmaster Lab-https://clck.ru/33mMuAПлагины для фигма с AIГенерируют слоганы, тексты-https://clck.ru/33mLid-https://clck.ru/33mLi7Генерируют какую-то иллюстрацию или идею для иконки-https://clck.ru/33mLjk-https://clck.ru/33mLkQ-https://clck.ru/33mLmK(Нужно подключить токен Open AI)-https://clck.ru/33mMs6(плагин платный)Удаление заднего фона-https://clck.ru/33mLkp——Мой телеграм:https://lnkd.in/eXGQGkNN#AI#UX#Productdesign",0.0,0.5,0,1,0
Ange Jisa,15-03-2023,"Prompts are quickly becoming a game-changing way to program AI models such as Chat GPT, DALL-E, and Midjourney. However, finding high-quality prompts online can be a challenge. At Promptartist, we’ve brought together the best engineers and artists to work with the latest deep learning models and explore the creative potential of AI art. Our team is experienced in working on a wide range of projects, from creating simple prompts for mobile applications to designing complex prompt systems for innovative businesses.#ai#work#art#creative#deeplearning#engineers#projects",0.91,0.6672619047619048,0,0,0
Artificial Inspiration,15-03-2023,"AI x 🌈 Rainbow World 🪐Want to make colourful images like these?👇We now offer 1-to-1 Midjourney training!But we're almost fully booked, so sign up now!👉https://seedily.uwu.ai/Created by Midjourney user; @mixed.aiart#rainbow#colourful#Midjourney#AI#Creativity",0.4738,0.0,5 ,65,2 
Omar Brand,15-03-2023,"Today Google Cloud announced new partnerships, programs and resources covering every layer of the#AIstack. Our approach is open, enabling organizations to more easily access and innovate with#generativeAI",0.7089,0.571969696969697,0,0,0
Pavan Marpaka,15-03-2023,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",0.34,0.48484848484848486,0,0,0
Tahifé D,15-03-2023,"Ce sera loin d'être un cas isolé.- "" OpenAI développe actuellement un logiciel capable de détecter lorsqu’un texte a été produit par ChatGPT. Ce dernier est souvent accusé de plagiat et de propager des fake news.""Programmes informatiques contre programmes IA... Même si cela est  pour la bonne cause, l'être humain passe de sujet à objet!- ""détenait un droit d’auteur sur le texte de la BD, mais pas sur les images qui, elles, sont l’œuvre d’une IA – même si elles ont été pensées par l’autrice.""Donc si j'ai bien compris, cette auteure se sert dans la collection de MIDJOURNEY qui au passage est une banque d'images utilisées sans le consentement préalable des artistes mais parce qu'elle a pensé à s'en servir et à les assembler, elle doit avoir des droits d'auteur? C'est l'hôpital qui se fout de la charité!En résumé, le procédé devrait importer plus que le travail de l'artiste lui-même?https://lnkd.in/eR48H_-5#intelligenceartificielle#artistes#loi#copyright#droit#imagery#image",-0.3493,0.7,2 ,0,0
Ben Roffelsen,15-03-2023,Surrealism and Op Art combined.#midjourney#aiartcommunity#aicccreators#aicc_io#AIGenerativeGaming#aiccresearchdivision#Z3#madebyai,0.0,0.0,6 ,14,0
Andrea Polletta,15-03-2023,"Sicuramente le intelligenze artificiali costituiscono il tema più dibattutto del momento. Molto più di argomenti al centro dell'attenzione fino a poco tempo fa:#metaverso,#cryptoo#nft.Tutto questo probabilmente anche grazie allo stupore generato dalla concretezza dei risultati raggiungibili attraverso i tool in open beta da metà 2022, da#ChatGPTa#Midjourney.Basta solo immaginare quanto clamore è successo abbia ottenuto il motore di ricerca#Bingdopo l'integrazione del language model di#OpenAI.Tantissimi sono gli esperimenti di produzione di contenuti utlizzando le#IA, che potrebbero dar vita ad innumerevoli riflessioni sul piano artistico o su quello etico.Sarebbe però impossibile trattare sinteticamente tutti gli aspetti. Quello su cui ho provato a riflettere, da mio modesto punto di vista, è come in alcuni casi ricorrere alle intelligenze artificiali per semplificare e agevolare l'aspetto tecnico/realizzativo possa in qualche modo consentire di parlare a pieno titolo di ""democratizzazione del processo creativo"".Nell'articolo per chi avrà piacere di leggerlo, spiego a mio avviso perchè.",0.0,0.5,0,2,0
Dmytro Honcharov,15-03-2023,"I'm Dima, and I am building design solutions to help startups grow.Today I'd want to share another insight from my research ""AI tools for business"": How to create a video with AI?👉 Engage ChatGPT to write the script for the video👉 Ask Midjourney to provide visual references for the video👉 Have Boomy AI create a track for the video.👉 Utilize Runway Gen-1 to adapt the image style for the video.Check out this gorgeous video by Nick St. Pierre, which was made exactly the way described.Contact me anytime regarding UI/UX design for your business!#business#ai",0.948,0.3833333333333333,0,0,0
Peter Hogg,15-03-2023,"Today Google Cloud announced new partnerships, programs and resources covering every layer of the#AIstack. Our approach is open, enabling organizations to more easily access and innovate with#generativeAI",0.7089,0.571969696969697,0,0,0
Stefan Gerson,15-03-2023,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",0.34,0.48484848484848486,0,2,0
Bhanu Ghantasala,15-03-2023,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",0.34,0.48484848484848486,0,3,0
